hostTime;deviceTime;rA;cA;rB;cB;tpb_x;tpb_y
9258.381165;3.556174;1400;1400;1400;1400;6;6
9158.505191;2.849099;1400;1400;1400;1400;6;4
13552.499794;7.072496;1600;1600;1600;1600;6;6
13622.204105;5.772059;1600;1600;1600;1600;6;4
19438.412111;7.449591;1800;1800;1800;1800;6;6
19325.208735;6.867915;1800;1800;1800;1800;6;4
152357.370645;125.944403;3200;3200;3200;3200;6;2
26326.492710;10.535754;2000;2000;2000;2000;6;6
26496.273004;8.766246;2000;2000;2000;2000;6;4
380581.057253;161.198089;4600;4600;4600;4600;4;28
35646.704302;13.746005;2200;2200;2200;2200;6;6
35687.865258;12.747395;2200;2200;2200;2200;6;4
45924.157940;22.296114;2400;2400;2400;2400;6;4
46086.643941;23.401774;2400;2400;2400;2400;6;6
149323.528389;152.127300;3400;3400;3400;3400;6;2
368212.717653;102.831764;4600;4600;4600;4600;4;32
60346.722514;28.538834;2600;2600;2600;2600;6;4
60251.539439;24.715646;2600;2600;2600;2600;6;6
25.862734;0.052204;200;200;200;200;6;8
207.106031;0.199202;400;400;400;400;6;8
719.188911;0.444736;600;600;600;600;6;8
1739.200463;1.385254;800;800;800;800;6;8
380798.715742;106.363807;4600;4600;4600;4600;4;30
3383.788167;1.881492;1000;1000;1000;1000;6;8
5727.577020;3.191255;1200;1200;1200;1200;6;8
9136.320242;5.000220;1400;1400;1400;1400;6;8
13559.616043;11.675560;1600;1600;1600;1600;6;8
19288.381566;9.875039;1800;1800;1800;1800;6;8
76489.185290;33.281231;2800;2800;2800;2800;6;6
76498.539517;38.174191;2800;2800;2800;2800;6;4
26358.954216;16.655968;2000;2000;2000;2000;6;8
35382.684759;19.569333;2200;2200;2200;2200;6;8
167925.874289;181.377355;3600;3600;3600;3600;6;2
97181.686414;40.672831;3000;3000;3000;3000;6;6
97266.200955;49.225681;3000;3000;3000;3000;6;4
45959.710597;38.975260;2400;2400;2400;2400;6;8
61213.625003;31.602844;2600;2600;2600;2600;6;8
425571.792678;276.061884;4800;4800;4800;4800;4;28
76441.596022;45.026886;2800;2800;2800;2800;6;8
147541.854769;57.634135;3200;3200;3200;3200;6;6
162386.683198;62.321121;3200;3200;3200;3200;6;4
205953.888562;214.275624;3800;3800;3800;3800;6;2
97881.699618;46.060895;3000;3000;3000;3000;6;8
443814.755254;204.960893;4800;4800;4800;4800;4;32
432087.086320;207.576334;4800;4800;4800;4800;4;30
149541.666620;60.519586;3400;3400;3400;3400;6;6
149360.704263;76.739445;3400;3400;3400;3400;6;4
148067.373372;80.397048;3200;3200;3200;3200;6;8
230363.713652;250.161625;4000;4000;4000;4000;6;2
168222.146402;74.233003;3600;3600;3600;3600;6;6
168688.091734;90.404390;3600;3600;3600;3600;6;4
151184.838987;72.074184;3400;3400;3400;3400;6;8
493084.562558;197.338472;5000;5000;5000;5000;4;28
206069.300894;86.010444;3800;3800;3800;3800;6;6
205514.810789;107.296069;3800;3800;3800;3800;6;4
278340.991892;289.796719;4200;4200;4200;4200;6;2
168611.428838;95.284680;3600;3600;3600;3600;6;8
493418.882683;137.146290;5000;5000;5000;5000;4;32
493802.860590;141.321219;5000;5000;5000;5000;4;30
230680.770184;115.778745;4000;4000;4000;4000;6;6
207923.548219;95.011484;3800;3800;3800;3800;6;8
231335.814848;126.821210;4000;4000;4000;4000;6;4
311267.454389;334.856354;4400;4400;4400;4400;6;2
529037.217889;248.891000;5200;5200;5200;5200;4;28
231369.922387;152.172203;4000;4000;4000;4000;6;8
277555.756019;117.804622;4200;4200;4200;4200;6;6
279581.434954;145.625082;4200;4200;4200;4200;6;4
528049.658223;182.233045;5200;5200;5200;5200;4;32
522299.203980;191.700923;5200;5200;5200;5200;4;30
381252.418211;382.228139;4600;4600;4600;4600;6;2
279750.828736;132.562012;4200;4200;4200;4200;6;8
311744.756357;139.875594;4400;4400;4400;4400;6;6
310560.108876;170.444502;4400;4400;4400;4400;6;4
311603.673825;167.172693;4400;4400;4400;4400;6;8
621600.234928;235.583584;5400;5400;5400;5400;4;28
429857.459541;435.623245;4800;4800;4800;4800;6;2
380665.243030;156.685885;4600;4600;4600;4600;6;6
378258.986132;192.523643;4600;4600;4600;4600;6;4
610087.312354;174.238362;5400;5400;5400;5400;4;30
628225.582971;169.424688;5400;5400;5400;5400;4;32
379752.490512;162.759475;4600;4600;4600;4600;6;8
492297.793061;493.063163;5000;5000;5000;5000;6;2
432190.550458;203.884373;4800;4800;4800;4800;6;6
431377.333164;223.096162;4800;4800;4800;4800;6;4
667386.797970;388.407933;5600;5600;5600;5600;4;28
658469.618811;329.235660;5600;5600;5600;5600;4;30
430171.156929;237.850815;4800;4800;4800;4800;6;8
665165.217902;325.267109;5600;5600;5600;5600;4;32
497241.061042;203.257915;5000;5000;5000;5000;6;6
497059.833242;249.756739;5000;5000;5000;5000;6;4
526175.498153;555.911718;5200;5200;5200;5200;6;2
481227.634062;204.920823;5000;5000;5000;5000;6;8
787277.664524;328.234436;5800;5800;5800;5800;4;28
524128.890747;235.303965;5200;5200;5200;5200;6;6
781142.080357;222.381052;5800;5800;5800;5800;4;30
525467.541224;281.278271;5200;5200;5200;5200;6;4
791771.335691;217.488524;5800;5800;5800;5800;4;32
624579.026445;620.380456;5400;5400;5400;5400;6;2
531021.078246;238.477761;5200;5200;5200;5200;6;8
622510.806150;257.114478;5400;5400;5400;5400;6;6
618771.001150;313.473328;5400;5400;5400;5400;6;4
805602.088867;385.742273;6000;6000;6000;6000;4;28
656595.280735;695.591886;5600;5600;5600;5600;6;2
806990.466759;285.706079;6000;6000;6000;6000;4;30
810098.974625;283.336877;6000;6000;6000;6000;4;32
625770.676986;238.466377;5400;5400;5400;5400;6;8
653720.944626;328.539191;5600;5600;5600;5600;6;6
657911.928928;356.674651;5600;5600;5600;5600;6;4
25.862720;0.053522;200;200;200;200;6;10
207.133824;0.189111;400;400;400;400;6;10
719.841551;0.430890;600;600;600;600;6;10
1752.303382;1.498466;800;800;800;800;6;10
3410.827169;1.707983;1000;1000;1000;1000;6;10
5851.864527;3.312328;1200;1200;1200;1200;6;10
9299.053460;4.550393;1400;1400;1400;1400;6;10
13549.014450;10.272732;1600;1600;1600;1600;6;10
19425.646308;9.415901;1800;1800;1800;1800;6;10
26379.441079;15.125529;2000;2000;2000;2000;6;10
25.867327;0.040732;200;200;200;200;6;14
25.858758;0.039865;200;200;200;200;6;12
207.100743;0.119817;400;400;400;400;6;12
207.052933;0.112509;400;400;400;400;6;14
721.349416;0.260191;600;600;600;600;6;14
719.471475;0.265846;600;600;600;600;6;12
35468.449565;17.727798;2200;2200;2200;2200;6;10
1703.147461;0.871047;800;800;800;800;6;12
1743.529439;0.851838;800;800;800;800;6;14
3372.642645;0.984287;1000;1000;1000;1000;6;14
3370.662109;1.066756;1000;1000;1000;1000;6;12
5718.796229;1.850712;1200;1200;1200;1200;6;14
5734.772154;1.978667;1200;1200;1200;1200;6;12
9134.115994;2.828997;1400;1400;1400;1400;6;12
9205.001549;2.831410;1400;1400;1400;1400;6;14
13575.809537;6.584855;1600;1600;1600;1600;6;12
13592.179417;6.277416;1600;1600;1600;1600;6;14
46042.540054;34.034650;2400;2400;2400;2400;6;10
19434.074215;6.981941;1800;1800;1800;1800;6;12
19752.055101;5.358997;1800;1800;1800;1800;6;14
26484.941228;8.470524;2000;2000;2000;2000;6;14
26440.687157;9.109724;2000;2000;2000;2000;6;12
654840.635206;338.701259;5600;5600;5600;5600;6;8
60341.383897;28.297332;2600;2600;2600;2600;6;10
35368.735853;10.023373;2200;2200;2200;2200;6;14
35780.309976;11.024483;2200;2200;2200;2200;6;12
778192.487216;771.106042;5800;5800;5800;5800;6;2
46572.423071;20.844546;2400;2400;2400;2400;6;14
46383.975563;21.918273;2400;2400;2400;2400;6;12
76408.475645;40.836159;2800;2800;2800;2800;6;10
58661.152192;17.155826;2600;2600;2600;2600;6;14
60045.069961;19.123579;2600;2600;2600;2600;6;12
97008.852447;42.306189;3000;3000;3000;3000;6;10
76466.737561;23.489599;2800;2800;2800;2800;6;14
76442.511705;25.998643;2800;2800;2800;2800;6;12
97260.992370;26.877673;3000;3000;3000;3000;6;14
98792.199282;30.625682;3000;3000;3000;3000;6;12
148208.134858;83.826844;3200;3200;3200;3200;6;10
150946.840713;49.466375;3200;3200;3200;3200;6;14
150385.033168;51.858195;3200;3200;3200;3200;6;12
148945.359756;64.729949;3400;3400;3400;3400;6;10
791808.261919;322.356704;5800;5800;5800;5800;6;6
783466.862979;390.905169;5800;5800;5800;5800;6;4
150023.403264;40.341763;3400;3400;3400;3400;6;14
150097.955747;45.369844;3400;3400;3400;3400;6;12
168309.514321;86.352144;3600;3600;3600;3600;6;10
780654.803224;300.089318;5800;5800;5800;5800;6;8
169353.285242;51.540274;3600;3600;3600;3600;6;14
170348.543854;57.724908;3600;3600;3600;3600;6;12
808324.667990;854.928307;6000;6000;6000;6000;6;2
25.897829;0.037997;200;200;200;200;6;16
209.438587;0.109647;400;400;400;400;6;16
729.150865;0.231182;600;600;600;600;6;16
1739.822195;0.819357;800;800;800;800;6;16
3382.250646;0.923135;1000;1000;1000;1000;6;16
208001.662136;90.018773;3800;3800;3800;3800;6;10
5851.121339;1.743264;1200;1200;1200;1200;6;16
9656.417213;2.428053;1400;1400;1400;1400;6;16
13586.146745;6.117939;1600;1600;1600;1600;6;16
19325.202209;5.024290;1800;1800;1800;1800;6;16
26401.314345;7.985529;2000;2000;2000;2000;6;16
25.869047;0.037908;200;200;200;200;6;18
207.026181;0.117389;400;400;400;400;6;18
716.539574;0.253079;600;600;600;600;6;18
1734.841532;0.817219;800;800;800;800;6;18
35647.702862;9.428749;2200;2200;2200;2200;6;16
3371.829113;1.006893;1000;1000;1000;1000;6;18
206108.861675;57.557354;3800;3800;3800;3800;6;14
5796.302807;1.884344;1200;1200;1200;1200;6;18
207287.666629;64.657926;3800;3800;3800;3800;6;12
9299.871025;2.652116;1400;1400;1400;1400;6;18
13708.961457;6.214713;1600;1600;1600;1600;6;18
46232.697827;20.193812;2400;2400;2400;2400;6;16
19546.251948;6.077958;1800;1800;1800;1800;6;18
26403.110925;8.597323;2000;2000;2000;2000;6;18
60746.426528;15.709081;2600;2600;2600;2600;6;16
229252.730298;169.281319;4000;4000;4000;4000;6;10
35617.038581;10.234556;2200;2200;2200;2200;6;18
45857.076088;20.509810;2400;2400;2400;2400;6;18
77472.702819;21.817497;2800;2800;2800;2800;6;16
60390.367058;17.313896;2600;2600;2600;2600;6;18
232090.859312;98.797481;4000;4000;4000;4000;6;14
232427.212979;103.969389;4000;4000;4000;4000;6;12
98235.708127;24.589099;3000;3000;3000;3000;6;16
76422.460578;23.358009;2800;2800;2800;2800;6;18
805929.497767;366.945330;6000;6000;6000;6000;6;6
801864.229461;433.967396;6000;6000;6000;6000;6;4
268907.333897;116.081504;4200;4200;4200;4200;6;10
97552.543950;26.916781;3000;3000;3000;3000;6;18
155716.283736;47.627889;3200;3200;3200;3200;6;16
25.868492;0.039524;200;200;200;200;6;20
207.075078;0.111674;400;400;400;400;6;20
717.003196;0.232363;600;600;600;600;6;20
1702.883683;0.792877;800;800;800;800;6;20
3382.673143;0.947932;1000;1000;1000;1000;6;20
5738.687158;1.802684;1200;1200;1200;1200;6;20
9192.329400;2.496380;1400;1400;1400;1400;6;20
13633.315922;6.066692;1600;1600;1600;1600;6;20
278022.335368;79.671738;4200;4200;4200;4200;6;14
279713.320169;89.328636;4200;4200;4200;4200;6;12
19288.186486;5.139780;1800;1800;1800;1800;6;20
26362.117659;8.242639;2000;2000;2000;2000;6;20
154982.862731;48.543757;3200;3200;3200;3200;6;18
808148.418783;359.098779;6000;6000;6000;6000;6;8
149960.712764;36.463962;3400;3400;3400;3400;6;16
35373.038507;9.667664;2200;2200;2200;2200;6;20
45962.397736;20.241096;2400;2400;2400;2400;6;20
311718.008068;157.624984;4400;4400;4400;4400;6;10
60450.833437;16.008088;2600;2600;2600;2600;6;20
148666.706045;39.660132;3400;3400;3400;3400;6;18
171718.549641;47.222582;3600;3600;3600;3600;6;16
76444.318565;22.089453;2800;2800;2800;2800;6;20
306428.775096;99.854800;4400;4400;4400;4400;6;14
312046.533005;109.207569;4400;4400;4400;4400;6;12
168980.422675;50.776005;3600;3600;3600;3600;6;18
98090.870743;24.772884;3000;3000;3000;3000;6;20
25.865748;0.036218;200;200;200;200;6;24
25.868909;0.038676;200;200;200;200;6;22
207.143213;0.115134;400;400;400;400;6;24
207.064973;0.118393;400;400;400;400;6;22
719.744637;0.248430;600;600;600;600;6;24
716.953808;0.265061;600;600;600;600;6;22
1733.147545;0.850826;800;800;800;800;6;22
1732.369977;0.831917;800;800;800;800;6;24
3372.234953;0.981693;1000;1000;1000;1000;6;24
3368.327654;1.052883;1000;1000;1000;1000;6;22
5723.593061;1.867262;1200;1200;1200;1200;6;24
5728.154587;1.950476;1200;1200;1200;1200;6;22
9162.588443;2.563187;1400;1400;1400;1400;6;24
9281.731605;2.693351;1400;1400;1400;1400;6;22
212977.377027;52.178687;3800;3800;3800;3800;6;16
13570.710321;6.189698;1600;1600;1600;1600;6;24
13641.613325;6.302129;1600;1600;1600;1600;6;22
19405.289175;5.806310;1800;1800;1800;1800;6;22
19413.804738;5.310397;1800;1800;1800;1800;6;24
148079.445548;47.427459;3200;3200;3200;3200;6;20
26449.233140;8.708175;2000;2000;2000;2000;6;22
26319.754943;8.402397;2000;2000;2000;2000;6;24
25.864883;0.044488;200;200;200;200;6;26
209.480464;0.112164;400;400;400;400;6;26
723.388732;0.266059;600;600;600;600;6;26
1736.755752;0.814801;800;800;800;800;6;26
35415.833532;9.998734;2200;2200;2200;2200;6;24
35684.423725;10.581255;2200;2200;2200;2200;6;22
379902.770995;157.311714;4600;4600;4600;4600;6;10
3374.171719;0.955427;1000;1000;1000;1000;6;26
5736.636905;1.811152;1200;1200;1200;1200;6;26
206187.619335;56.865420;3800;3800;3800;3800;6;18
9167.312146;2.475207;1400;1400;1400;1400;6;26
13554.685704;6.079770;1600;1600;1600;1600;6;26
46013.064379;20.508974;2400;2400;2400;2400;6;24
46380.800241;20.986890;2400;2400;2400;2400;6;22
19419.095295;5.141023;1800;1800;1800;1800;6;26
26379.242728;8.115633;2000;2000;2000;2000;6;26
149332.586451;37.055645;3400;3400;3400;3400;6;20
60360.511697;17.521020;2600;2600;2600;2600;6;22
60385.077996;16.480930;2600;2600;2600;2600;6;24
25.875444;0.054193;200;200;200;200;6;28
207.167587;0.195827;400;400;400;400;6;28
718.399183;0.467037;600;600;600;600;6;28
35177.485553;9.667898;2200;2200;2200;2200;6;26
1736.335921;1.554750;800;800;800;800;6;28
3382.758036;1.865167;1000;1000;1000;1000;6;28
381215.671611;107.191657;4600;4600;4600;4600;6;14
5818.990649;3.366924;1200;1200;1200;1200;6;28
9196.957414;4.894367;1400;1400;1400;1400;6;28
234803.733207;94.165015;4000;4000;4000;4000;6;16
384440.967898;116.704309;4600;4600;4600;4600;6;12
13616.536904;11.548120;1600;1600;1600;1600;6;28
45973.932302;20.196953;2400;2400;2400;2400;6;26
19450.844601;10.047936;1800;1800;1800;1800;6;28
76442.980193;24.288541;2800;2800;2800;2800;6;22
76594.836124;23.112641;2800;2800;2800;2800;6;24
26360.440339;15.868851;2000;2000;2000;2000;6;28
61136.948588;15.775210;2600;2600;2600;2600;6;26
35240.736157;18.829705;2200;2200;2200;2200;6;28
230734.876490;96.296426;4000;4000;4000;4000;6;18
168114.606055;48.013021;3600;3600;3600;3600;6;20
97238.144861;25.427377;3000;3000;3000;3000;6;24
98107.520041;27.205776;3000;3000;3000;3000;6;22
45875.002167;38.492174;2400;2400;2400;2400;6;28
76432.025809;22.359403;2800;2800;2800;2800;6;26
60898.682993;28.571493;2600;2600;2600;2600;6;28
97205.002735;24.322645;3000;3000;3000;3000;6;26
283260.057496;72.164571;4200;4200;4200;4200;6;16
76414.188703;38.500177;2800;2800;2800;2800;6;28
428739.422186;250.445674;4800;4800;4800;4800;6;10
150516.772792;48.505526;3200;3200;3200;3200;6;24
150319.331758;49.555974;3200;3200;3200;3200;6;22
206055.715798;52.639249;3800;3800;3800;3800;6;20
278226.050492;78.153086;4200;4200;4200;4200;6;18
97448.378285;46.307238;3000;3000;3000;3000;6;28
149985.861461;47.780428;3200;3200;3200;3200;6;26
433449.176296;175.202834;4800;4800;4800;4800;6;14
148841.016148;37.842148;3400;3400;3400;3400;6;24
437674.086363;182.420841;4800;4800;4800;4800;6;12
150610.436639;40.502618;3400;3400;3400;3400;6;22
153604.156305;90.723269;3200;3200;3200;3200;6;28
148754.100420;36.314832;3400;3400;3400;3400;6;26
230650.895027;94.437260;4000;4000;4000;4000;6;20
314421.060045;91.616177;4400;4400;4400;4400;6;16
168255.745371;49.580532;3600;3600;3600;3600;6;24
168360.622791;52.147073;3600;3600;3600;3600;6;22
149305.206095;61.650092;3400;3400;3400;3400;6;28
310774.289532;95.644337;4400;4400;4400;4400;6;18
168046.429240;47.435477;3600;3600;3600;3600;6;26
486101.028963;195.203311;5000;5000;5000;5000;6;10
206038.626852;53.714176;3800;3800;3800;3800;6;24
205777.793434;57.349094;3800;3800;3800;3800;6;22
279009.894237;73.788563;4200;4200;4200;4200;6;20
168338.821685;90.108888;3600;3600;3600;3600;6;28
497481.177705;141.374068;5000;5000;5000;5000;6;14
492846.234367;155.780759;5000;5000;5000;5000;6;12
204993.600915;51.135234;3800;3800;3800;3800;6;26
389042.176447;96.417252;4600;4600;4600;4600;6;16
25.854316;0.057795;200;200;200;200;6;30
25.869134;0.040754;200;200;200;200;6;32
207.083076;0.198273;400;400;400;400;6;30
207.166532;0.117214;400;400;400;400;6;32
718.876511;0.440584;600;600;600;600;6;30
715.391198;0.237858;600;600;600;600;6;32
231597.805506;95.553951;4000;4000;4000;4000;6;24
1740.561959;1.550226;800;800;800;800;6;30
1734.010976;0.822857;800;800;800;800;6;32
230835.925682;97.399657;4000;4000;4000;4000;6;22
3373.854628;1.786633;1000;1000;1000;1000;6;30
3389.814698;0.963096;1000;1000;1000;1000;6;32
206183.562382;85.396614;3800;3800;3800;3800;6;28
5748.186910;3.463036;1200;1200;1200;1200;6;30
5749.425601;1.849325;1200;1200;1200;1200;6;32
9170.037783;4.713477;1400;1400;1400;1400;6;30
9240.721018;2.494579;1400;1400;1400;1400;6;32
381431.581194;104.097670;4600;4600;4600;4600;6;18
13557.705447;11.322010;1600;1600;1600;1600;6;30
13544.385609;6.080399;1600;1600;1600;1600;6;32
19543.950939;9.667206;1800;1800;1800;1800;6;30
19425.687248;5.157337;1800;1800;1800;1800;6;32
26432.735116;15.418862;2000;2000;2000;2000;6;30
26338.210421;8.217061;2000;2000;2000;2000;6;32
310808.786658;92.491215;4400;4400;4400;4400;6;20
231392.101000;93.207681;4000;4000;4000;4000;6;26
35273.176495;18.070958;2200;2200;2200;2200;6;30
35445.602264;9.689572;2200;2200;2200;2200;6;32
45823.232363;20.258591;2400;2400;2400;2400;6;32
46009.930378;37.762303;2400;2400;2400;2400;6;30
60395.222487;28.866992;2600;2600;2600;2600;6;30
60345.437448;15.669597;2600;2600;2600;2600;6;32
230553.684494;156.193115;4000;4000;4000;4000;6;28
528984.367074;211.605647;5200;5200;5200;5200;6;10
278044.130602;74.401360;4200;4200;4200;4200;6;24
278329.176660;78.557683;4200;4200;4200;4200;6;22
76494.075759;22.255557;2800;2800;2800;2800;6;32
76474.393834;35.953544;2800;2800;2800;2800;6;30
443323.613957;165.225230;4800;4800;4800;4800;6;16
525249.599505;169.797077;5200;5200;5200;5200;6;14
279179.176107;70.854915;4200;4200;4200;4200;6;26
97423.019047;24.066360;3000;3000;3000;3000;6;32
99616.696007;44.363244;3000;3000;3000;3000;6;30
525258.431205;183.852892;5200;5200;5200;5200;6;12
420607.840235;169.195454;4800;4800;4800;4800;6;18
379235.111408;97.309573;4600;4600;4600;4600;6;20
275177.049225;122.871987;4200;4200;4200;4200;6;28
149045.962823;47.693847;3200;3200;3200;3200;6;32
147819.415249;50.059129;3200;3200;3200;3200;6;30
311411.312119;94.273962;4400;4400;4400;4400;6;24
311020.608813;101.660061;4400;4400;4400;4400;6;22
148524.407043;35.896498;3400;3400;3400;3400;6;32
149014.382608;66.006635;3400;3400;3400;3400;6;30
311288.706762;89.999636;4400;4400;4400;4400;6;26
312792.906098;155.290427;4400;4400;4400;4400;6;28
621028.943926;217.903129;5400;5400;5400;5400;6;10
169072.386321;47.330770;3600;3600;3600;3600;6;32
168209.216506;85.902215;3600;3600;3600;3600;6;30
503812.566747;127.273800;5000;5000;5000;5000;6;16
441822.429021;166.349910;4800;4800;4800;4800;6;20
492867.264654;134.333910;5000;5000;5000;5000;6;18
380244.078935;96.948178;4600;4600;4600;4600;6;24
382918.980457;103.693373;4600;4600;4600;4600;6;22
626147.739728;178.545119;5400;5400;5400;5400;6;14
623095.527089;195.720513;5400;5400;5400;5400;6;12
206342.561758;50.386438;3800;3800;3800;3800;6;32
209244.691230;79.308185;3800;3800;3800;3800;6;30
380676.385341;92.371752;4600;4600;4600;4600;6;26
380208.154450;148.702369;4600;4600;4600;4600;6;28
223041.891932;92.940443;4000;4000;4000;4000;6;32
232337.192629;165.390220;4000;4000;4000;4000;6;30
433332.988110;166.508488;4800;4800;4800;4800;6;24
526734.027412;154.881111;5200;5200;5200;5200;6;16
434838.224089;170.380015;4800;4800;4800;4800;6;22
493424.954597;129.119555;5000;5000;5000;5000;6;20
526248.722772;160.329553;5200;5200;5200;5200;6;18
656170.505677;315.316692;5600;5600;5600;5600;6;10
433844.518721;161.589785;4800;4800;4800;4800;6;26
279336.881069;69.250319;4200;4200;4200;4200;6;32
277583.975973;89.158298;4200;4200;4200;4200;6;30
423381.496728;268.124116;4800;4800;4800;4800;6;28
662092.009793;280.691242;5600;5600;5600;5600;6;14
660069.704667;291.421783;5600;5600;5600;5600;6;12
311902.613924;88.324849;4400;4400;4400;4400;6;32
494294.880081;129.056961;5000;5000;5000;5000;6;24
493652.080515;135.092041;5000;5000;5000;5000;6;22
312886.510036;153.947729;4400;4400;4400;4400;6;30
525778.325699;156.790584;5200;5200;5200;5200;6;20
490540.662841;122.802322;5000;5000;5000;5000;6;26
622225.047388;159.932149;5400;5400;5400;5400;6;16
628302.732856;170.141586;5400;5400;5400;5400;6;18
493735.610033;218.621319;5000;5000;5000;5000;6;28
381128.772847;89.968417;4600;4600;4600;4600;6;32
379020.717378;150.634168;4600;4600;4600;4600;6;30
771306.130209;274.264717;5800;5800;5800;5800;6;10
525626.301880;158.292260;5200;5200;5200;5200;6;24
526190.015806;163.655236;5200;5200;5200;5200;6;22
781678.265214;225.279398;5800;5800;5800;5800;6;14
782553.963915;247.900627;5800;5800;5800;5800;6;12
526861.340095;151.024470;5200;5200;5200;5200;6;26
621832.376379;160.765169;5400;5400;5400;5400;6;20
527708.107434;219.389987;5200;5200;5200;5200;6;28
658595.878070;266.071595;5600;5600;5600;5600;6;16
434441.024996;161.217101;4800;4800;4800;4800;6;32
429220.875790;231.809158;4800;4800;4800;4800;6;30
655475.292408;268.883204;5600;5600;5600;5600;6;18
620277.537644;160.553547;5400;5400;5400;5400;6;24
619135.688431;169.077576;5400;5400;5400;5400;6;22
794143.018234;310.417207;6000;6000;6000;6000;6;10
623778.333244;152.861602;5400;5400;5400;5400;6;26
491899.994196;120.741708;5000;5000;5000;5000;6;32
492361.467985;187.517662;5000;5000;5000;5000;6;30
658356.181240;266.440373;5600;5600;5600;5600;6;20
806437.000890;267.588230;6000;6000;6000;6000;6;14
622454.900913;247.850193;5400;5400;5400;5400;6;28
810370.967151;288.045569;6000;6000;6000;6000;6;12
783733.347082;202.631837;5800;5800;5800;5800;6;16
790956.877961;212.328403;5800;5800;5800;5800;6;18
25.872372;0.056436;200;200;200;200;8;2
207.093499;0.256809;400;400;400;400;8;2
657595.165355;268.208241;5600;5600;5600;5600;6;24
722.555293;0.698800;600;600;600;600;8;2
1735.839173;1.498713;800;800;800;800;8;2
3370.710173;2.828267;1000;1000;1000;1000;8;2
660550.128503;271.679592;5600;5600;5600;5600;6;22
5745.151150;4.422264;1200;1200;1200;1200;8;2
9134.686183;7.612091;1400;1400;1400;1400;8;2
525803.439656;147.708700;5200;5200;5200;5200;6;32
526390.098115;236.362867;5200;5200;5200;5200;6;30
13623.046201;11.428731;1600;1600;1600;1600;8;2
19421.532318;16.928087;1800;1800;1800;1800;8;2
26362.782676;22.320793;2000;2000;2000;2000;8;2
25.865910;0.038401;200;200;200;200;8;4
25.872398;0.041546;200;200;200;200;8;6
210.342852;0.108633;400;400;400;400;8;6
207.046574;0.106216;400;400;400;400;8;4
715.693146;0.219423;600;600;600;600;8;4
723.020462;0.259382;600;600;600;600;8;6
652089.008027;258.691883;5600;5600;5600;5600;6;26
1738.051500;0.630768;800;800;800;800;8;6
1750.905187;0.586502;800;800;800;800;8;4
3374.869101;0.827955;1000;1000;1000;1000;8;4
3420.981829;1.025816;1000;1000;1000;1000;8;6
35408.221553;29.073692;2200;2200;2200;2200;8;2
5722.709602;1.371553;1200;1200;1200;1200;8;4
5779.210852;1.703387;1200;1200;1200;1200;8;6
9187.742518;2.229318;1400;1400;1400;1400;8;4
9281.410614;2.690528;1400;1400;1400;1400;8;6
13731.029038;4.624118;1600;1600;1600;1600;8;6
13613.204224;4.774271;1600;1600;1600;1600;8;4
19400.514281;5.618410;1800;1800;1800;1800;8;6
19457.856463;5.206597;1800;1800;1800;1800;8;4
46396.745152;49.687074;2400;2400;2400;2400;8;2
26363.426785;6.668792;2000;2000;2000;2000;8;4
26789.554740;7.701786;2000;2000;2000;2000;8;6
61209.841776;66.399331;2600;2600;2600;2600;8;2
661181.299886;357.296107;5600;5600;5600;5600;6;28
35638.705761;9.690134;2200;2200;2200;2200;8;4
35716.402938;10.316555;2200;2200;2200;2200;8;6
45896.412139;16.755836;2400;2400;2400;2400;8;4
46580.738077;15.481295;2400;2400;2400;2400;8;6
783740.742516;204.369032;5800;5800;5800;5800;6;20
72913.134502;86.628824;2800;2800;2800;2800;8;2
60061.281630;17.914746;2600;2600;2600;2600;8;6
60527.998397;21.529661;2600;2600;2600;2600;8;4
99011.409486;109.876189;3000;3000;3000;3000;8;2
76456.845370;24.147790;2800;2800;2800;2800;8;6
76745.735619;27.615793;2800;2800;2800;2800;8;4
97940.984818;35.702684;3000;3000;3000;3000;8;4
98915.820918;29.936003;3000;3000;3000;3000;8;6
804655.064064;244.231234;6000;6000;6000;6000;6;16
170097.640036;135.683687;3200;3200;3200;3200;8;2
810884.551466;249.980317;6000;6000;6000;6000;6;18
621695.049057;147.674339;5400;5400;5400;5400;6;32
620434.779079;241.064232;5400;5400;5400;5400;6;30
146406.852278;39.181434;3200;3200;3200;3200;8;6
148247.419361;47.399963;3200;3200;3200;3200;8;4
152096.590459;136.946954;3400;3400;3400;3400;8;2
780844.275597;204.897570;5800;5800;5800;5800;6;24
780684.544726;214.074544;5800;5800;5800;5800;6;22
149823.670298;46.032033;3400;3400;3400;3400;8;6
150084.512968;59.001174;3400;3400;3400;3400;8;4
780060.753134;194.021369;5800;5800;5800;5800;6;26
168176.865436;184.129531;3600;3600;3600;3600;8;2
168130.172215;55.783460;3600;3600;3600;3600;8;6
168204.293313;71.760403;3600;3600;3600;3600;8;4
776651.549637;256.810931;5800;5800;5800;5800;6;28
209315.122548;240.367689;3800;3800;3800;3800;8;2
802830.982790;244.181741;6000;6000;6000;6000;6;20
206281.030380;85.725409;3800;3800;3800;3800;8;4
207622.685378;65.373828;3800;3800;3800;3800;8;6
657671.253364;254.654372;5600;5600;5600;5600;6;32
661893.529943;367.929687;5600;5600;5600;5600;6;30
227279.074018;269.871257;4000;4000;4000;4000;8;2
230990.728348;101.268362;4000;4000;4000;4000;8;4
