hostTime;deviceTime;rA;cA;rB;cB;tpb_x;tpb_y
26568.930048;5.781195;2000;2000;2000;2000;24;20
26367.396100;5.964465;2000;2000;2000;2000;24;22
26343.597611;5.782536;2000;2000;2000;2000;24;16
26409.102606;6.050423;2000;2000;2000;2000;24;18
25.875207;0.038399;200;200;200;200;24;24
25.851473;0.037051;200;200;200;200;24;26
25.876769;0.040617;200;200;200;200;24;28
207.130767;0.100035;400;400;400;400;24;28
207.118119;0.092160;400;400;400;400;24;24
207.156981;0.097702;400;400;400;400;24;26
716.229244;0.195461;600;600;600;600;24;24
724.697352;0.218317;600;600;600;600;24;26
722.225133;0.206663;600;600;600;600;24;28
1735.074513;0.436214;800;800;800;800;24;28
1733.016389;0.422783;800;800;800;800;24;24
1738.022877;0.426873;800;800;800;800;24;26
3370.347745;0.783922;1000;1000;1000;1000;24;24
3369.090865;0.763499;1000;1000;1000;1000;24;28
3373.547393;0.808823;1000;1000;1000;1000;24;26
5724.692393;1.311680;1200;1200;1200;1200;24;26
5732.826329;1.287168;1200;1200;1200;1200;24;24
5743.357501;1.255326;1200;1200;1200;1200;24;28
168744.998536;41.499248;3600;3600;3600;3600;24;10
35504.975067;7.660702;2200;2200;2200;2200;24;20
35635.831711;7.978118;2200;2200;2200;2200;24;22
35455.646577;7.640157;2200;2200;2200;2200;24;16
35351.576138;8.013558;2200;2200;2200;2200;24;18
9144.235926;2.019251;1400;1400;1400;1400;24;28
9156.512487;2.330854;1400;1400;1400;1400;24;24
9172.717513;2.061824;1400;1400;1400;1400;24;26
13571.818648;2.995264;1600;1600;1600;1600;24;24
13864.410386;2.980262;1600;1600;1600;1600;24;28
13574.720408;3.080880;1600;1600;1600;1600;24;26
19440.861334;4.191453;1800;1800;1800;1800;24;24
19334.977960;4.205292;1800;1800;1800;1800;24;28
19461.423330;4.280800;1800;1800;1800;1800;24;26
45896.695592;10.917421;2400;2400;2400;2400;24;22
45965.993003;10.217176;2400;2400;2400;2400;24;20
45755.805136;10.688662;2400;2400;2400;2400;24;18
46190.770304;10.156557;2400;2400;2400;2400;24;16
26438.664744;5.782280;2000;2000;2000;2000;24;24
26644.279399;5.732445;2000;2000;2000;2000;24;28
26635.013816;5.869642;2000;2000;2000;2000;24;26
25.862864;0.037439;200;200;200;200;24;30
207.203478;0.105649;400;400;400;400;24;30
731.196717;0.212232;600;600;600;600;24;30
1737.256639;0.451210;800;800;800;800;24;30
3372.323352;0.812996;1000;1000;1000;1000;24;30
5725.341644;1.310746;1200;1200;1200;1200;24;30
35288.489075;7.605779;2200;2200;2200;2200;24;24
153394.358119;25.651642;3200;3200;3200;3200;24;12
35261.933448;7.779609;2200;2200;2200;2200;24;26
35633.659872;7.590658;2200;2200;2200;2200;24;28
60319.925371;13.084855;2600;2600;2600;2600;24;20
60358.811622;14.255570;2600;2600;2600;2600;24;22
148406.362331;26.583162;3200;3200;3200;3200;24;14
60046.233156;13.764186;2600;2600;2600;2600;24;18
61011.408129;13.129031;2600;2600;2600;2600;24;16
9154.628492;2.099692;1400;1400;1400;1400;24;30
13597.900914;3.079215;1600;1600;1600;1600;24;30
19604.145895;4.313936;1800;1800;1800;1800;24;30
45958.418260;10.416845;2400;2400;2400;2400;24;24
45910.444618;10.225942;2400;2400;2400;2400;24;28
45896.873750;10.574088;2400;2400;2400;2400;24;26
26353.594978;5.909748;2000;2000;2000;2000;24;30
76482.631424;16.478047;2800;2800;2800;2800;24;20
76471.068824;18.106540;2800;2800;2800;2800;24;22
76444.079821;17.389527;2800;2800;2800;2800;24;18
76469.844998;16.447793;2800;2800;2800;2800;24;16
206813.402807;49.564904;3800;3800;3800;3800;24;10
35628.356506;7.894579;2200;2200;2200;2200;24;30
60314.140940;13.499377;2600;2600;2600;2600;24;24
60406.679338;12.910358;2600;2600;2600;2600;24;28
60862.193458;13.383936;2600;2600;2600;2600;24;26
148578.994723;32.213889;3400;3400;3400;3400;24;12
148258.628695;31.655249;3400;3400;3400;3400;24;14
46333.700692;12.023184;2400;2400;2400;2400;24;30
97620.470697;20.285988;3000;3000;3000;3000;24;20
97661.981067;22.031356;3000;3000;3000;3000;24;22
96647.682984;23.586697;3000;3000;3000;3000;24;18
98146.030651;20.427482;3000;3000;3000;3000;24;16
76500.098353;16.936016;2800;2800;2800;2800;24;24
76651.376120;16.285449;2800;2800;2800;2800;24;28
76688.139212;16.765027;2800;2800;2800;2800;24;26
60405.857473;15.537711;2600;2600;2600;2600;24;30
97931.412368;20.739069;3000;3000;3000;3000;24;24
98485.260882;20.085742;3000;3000;3000;3000;24;28
97146.061621;20.669770;3000;3000;3000;3000;24;26
76225.314583;19.479352;2800;2800;2800;2800;24;30
165017.642922;38.217919;3600;3600;3600;3600;24;14
168155.742902;37.672035;3600;3600;3600;3600;24;12
148697.391936;25.702131;3200;3200;3200;3200;24;20
148288.397386;25.478779;3200;3200;3200;3200;24;16
232891.859177;58.742436;4000;4000;4000;4000;24;10
154364.809900;27.644133;3200;3200;3200;3200;24;22
156105.923737;26.432436;3200;3200;3200;3200;24;18
98148.379412;23.824533;3000;3000;3000;3000;24;30
25.857785;0.044084;200;200;200;200;24;32
207.014937;0.100844;400;400;400;400;24;32
717.118597;0.207933;600;600;600;600;24;32
1731.169008;0.423354;800;800;800;800;24;32
3372.501977;0.803805;1000;1000;1000;1000;24;32
5794.931707;1.288229;1200;1200;1200;1200;24;32
146610.302332;26.273244;3200;3200;3200;3200;24;26
151311.249162;26.051505;3200;3200;3200;3200;24;24
9413.380343;2.047008;1400;1400;1400;1400;24;32
155646.394528;25.765012;3200;3200;3200;3200;24;28
13548.976248;3.048756;1600;1600;1600;1600;24;32
19396.176011;4.258451;1800;1800;1800;1800;24;32
148616.633935;30.039219;3400;3400;3400;3400;24;20
148338.637338;30.476777;3400;3400;3400;3400;24;16
149554.907291;32.183044;3400;3400;3400;3400;24;22
149125.498023;31.410098;3400;3400;3400;3400;24;18
26300.007892;5.766250;2000;2000;2000;2000;24;32
25.864681;0.053949;200;200;200;200;26;2
207.223138;0.173992;400;400;400;400;26;2
720.180744;0.445776;600;600;600;600;26;2
1742.465838;0.933774;800;800;800;800;26;2
3390.632899;1.749281;1000;1000;1000;1000;26;2
205062.243358;45.435431;3800;3800;3800;3800;24;12
205687.796920;45.426430;3800;3800;3800;3800;24;14
5732.723023;2.930226;1200;1200;1200;1200;26;2
35265.684543;7.671539;2200;2200;2200;2200;24;32
149497.274809;29.805056;3200;3200;3200;3200;24;30
9155.881103;4.549302;1400;1400;1400;1400;26;2
13616.051140;6.776862;1600;1600;1600;1600;26;2
19543.353324;9.603256;1800;1800;1800;1800;26;2
148315.696946;31.497298;3400;3400;3400;3400;24;26
45981.823859;11.592214;2400;2400;2400;2400;24;32
149727.371404;30.344600;3400;3400;3400;3400;24;24
150194.329423;29.648266;3400;3400;3400;3400;24;28
26429.980235;13.047837;2000;2000;2000;2000;26;2
282224.002954;67.164407;4200;4200;4200;4200;24;10
35599.896467;17.359311;2200;2200;2200;2200;26;2
60063.171655;14.954168;2600;2600;2600;2600;24;32
167944.098745;37.007405;3600;3600;3600;3600;24;20
168717.396554;36.519836;3600;3600;3600;3600;24;16
168851.041902;38.137867;3600;3600;3600;3600;24;22
168882.385665;37.627027;3600;3600;3600;3600;24;18
148571.004909;35.046171;3400;3400;3400;3400;24;30
45872.292274;22.688668;2400;2400;2400;2400;26;2
76387.785775;18.557889;2800;2800;2800;2800;24;32
157635.426590;35.930210;3600;3600;3600;3600;24;24
168008.049376;37.586423;3600;3600;3600;3600;24;26
60346.004441;28.739124;2600;2600;2600;2600;26;2
230749.885517;53.732752;4000;4000;4000;4000;24;14
231076.359835;53.442374;4000;4000;4000;4000;24;12
169067.053824;35.335074;3600;3600;3600;3600;24;28
97115.581852;22.853980;3000;3000;3000;3000;24;32
77309.752754;36.197121;2800;2800;2800;2800;26;2
200746.289911;51.938733;3800;3800;3800;3800;24;20
205108.111380;44.703502;3800;3800;3800;3800;24;16
167909.890142;41.347049;3600;3600;3600;3600;24;30
205775.382940;44.831520;3800;3800;3800;3800;24;22
207114.525682;44.837466;3800;3800;3800;3800;24;18
311845.510711;78.671770;4400;4400;4400;4400;24;10
97993.486194;46.035180;3000;3000;3000;3000;26;2
206680.376598;43.102362;3800;3800;3800;3800;24;24
194553.192182;41.370319;3800;3800;3800;3800;24;28
206369.041037;47.411432;3800;3800;3800;3800;24;26
149400.221851;28.805571;3200;3200;3200;3200;24;32
277907.905538;60.951218;4200;4200;4200;4200;24;12
278888.129161;61.933893;4200;4200;4200;4200;24;14
205858.352480;48.852683;3800;3800;3800;3800;24;30
230523.453920;52.556681;4000;4000;4000;4000;24;20
151701.967620;61.199337;3200;3200;3200;3200;26;2
230054.067639;53.221773;4000;4000;4000;4000;24;16
230943.622028;53.176390;4000;4000;4000;4000;24;22
231567.578918;52.956946;4000;4000;4000;4000;24;18
148492.867600;33.485587;3400;3400;3400;3400;24;32
231251.945309;50.768484;4000;4000;4000;4000;24;24
232343.591957;50.566010;4000;4000;4000;4000;24;28
232254.337079;53.411059;4000;4000;4000;4000;24;26
151090.335333;73.274971;3400;3400;3400;3400;26;2
167868.618068;39.422865;3600;3600;3600;3600;24;32
231283.834696;57.693010;4000;4000;4000;4000;24;30
381370.770419;90.353414;4600;4600;4600;4600;24;10
302385.590425;72.666238;4400;4400;4400;4400;24;14
311001.115043;71.495393;4400;4400;4400;4400;24;12
279055.647911;59.673620;4200;4200;4200;4200;24;20
25.853230;0.038624;200;200;200;200;26;4
207.025877;0.103630;400;400;400;400;26;4
279601.134451;60.664246;4200;4200;4200;4200;24;16
717.185186;0.245352;600;600;600;600;26;4
278572.043402;60.737133;4200;4200;4200;4200;24;22
1737.529001;0.503356;800;800;800;800;26;4
3378.812180;0.953937;1000;1000;1000;1000;26;4
278763.210622;63.421664;4200;4200;4200;4200;24;18
5747.078251;1.597703;1200;1200;1200;1200;26;4
9157.478967;2.480140;1400;1400;1400;1400;26;4
167987.541616;90.127345;3600;3600;3600;3600;26;2
13579.468377;3.704326;1600;1600;1600;1600;26;4
19459.845682;5.249223;1800;1800;1800;1800;26;4
26392.432883;7.086268;2000;2000;2000;2000;26;4
279031.695995;60.148080;4200;4200;4200;4200;24;24
278717.284514;56.454934;4200;4200;4200;4200;24;28
279097.434405;60.243508;4200;4200;4200;4200;24;26
35460.689883;9.495078;2200;2200;2200;2200;26;4
205490.276561;46.469720;3800;3800;3800;3800;24;32
45873.658297;12.665492;2400;2400;2400;2400;26;4
278554.258733;65.688521;4200;4200;4200;4200;24;30
25.866116;0.039254;200;200;200;200;26;8
25.891756;0.036914;200;200;200;200;26;6
207.015684;0.092543;400;400;400;400;26;6
207.068956;0.097140;400;400;400;400;26;8
719.322318;0.211460;600;600;600;600;26;6
719.546810;0.216948;600;600;600;600;26;8
1733.934412;0.438311;800;800;800;800;26;8
1741.156463;0.444832;800;800;800;800;26;6
3372.981210;0.847270;1000;1000;1000;1000;26;8
3393.282438;0.814725;1000;1000;1000;1000;26;6
60119.974471;16.432950;2600;2600;2600;2600;26;4
5746.272839;1.414840;1200;1200;1200;1200;26;8
5748.236239;1.360241;1200;1200;1200;1200;26;6
199543.933725;113.798286;3800;3800;3800;3800;26;2
9145.903132;2.182870;1400;1400;1400;1400;26;8
9199.198959;2.096618;1400;1400;1400;1400;26;6
13520.236497;3.233207;1600;1600;1600;1600;26;8
13595.746011;3.124800;1600;1600;1600;1600;26;6
19405.233559;4.618224;1800;1800;1800;1800;26;8
19531.874105;4.414783;1800;1800;1800;1800;26;6
310658.346164;69.694112;4400;4400;4400;4400;24;20
26339.031927;6.237169;2000;2000;2000;2000;26;8
26417.180135;5.993582;2000;2000;2000;2000;26;6
310671.173745;70.534488;4400;4400;4400;4400;24;16
311908.806484;71.035235;4400;4400;4400;4400;24;22
311812.498004;74.068692;4400;4400;4400;4400;24;18
35568.256078;8.304032;2200;2200;2200;2200;26;8
35944.255459;7.970330;2200;2200;2200;2200;26;6
381235.686875;85.572420;4600;4600;4600;4600;24;14
230595.253881;55.168056;4000;4000;4000;4000;24;32
379643.304251;82.028808;4600;4600;4600;4600;24;12
436976.971208;104.884449;4800;4800;4800;4800;24;10
45708.216157;11.071198;2400;2400;2400;2400;26;8
46085.322397;10.558301;2400;2400;2400;2400;26;6
311712.351045;69.107441;4400;4400;4400;4400;24;24
97726.677188;30.322263;3000;3000;3000;3000;26;4
311817.646785;70.256745;4400;4400;4400;4400;24;26
313141.521511;66.588779;4400;4400;4400;4400;24;28
60026.836244;14.133103;2600;2600;2600;2600;26;8
60376.238698;13.699087;2600;2600;2600;2600;26;6
230774.047910;131.570325;4000;4000;4000;4000;26;2
311508.828601;76.470019;4400;4400;4400;4400;24;30
76149.439780;18.073365;2800;2800;2800;2800;26;8
76415.612370;17.404211;2800;2800;2800;2800;26;6
163884.033291;38.585403;3200;3200;3200;3200;26;4
97542.481259;21.544799;3000;3000;3000;3000;26;6
97800.484330;22.607495;3000;3000;3000;3000;26;8
279715.056802;62.623472;4200;4200;4200;4200;24;32
25.856729;0.055745;200;200;200;200;26;10
25.875900;0.041453;200;200;200;200;26;12
25.900318;0.043339;200;200;200;200;26;14
25.874941;0.041500;200;200;200;200;26;18
25.883662;0.036984;200;200;200;200;26;16
207.071919;0.094846;400;400;400;400;26;12
207.031914;0.092585;400;400;400;400;26;16
207.105826;0.098528;400;400;400;400;26;18
208.242474;0.099265;400;400;400;400;26;14
207.030380;0.159261;400;400;400;400;26;10
712.837709;0.417086;600;600;600;600;26;10
718.874351;0.209271;600;600;600;600;26;12
717.910840;0.238598;600;600;600;600;26;14
715.729553;0.213186;600;600;600;600;26;16
718.354130;0.212141;600;600;600;600;26;18
1698.658002;0.427466;800;800;800;800;26;16
1707.880875;0.421725;800;800;800;800;26;18
1736.472259;0.822022;800;800;800;800;26;10
1739.592719;0.431782;800;800;800;800;26;12
1739.092251;0.465940;800;800;800;800;26;14
3392.698925;0.821386;1000;1000;1000;1000;26;14
3368.932671;0.804822;1000;1000;1000;1000;26;12
3365.275464;0.796382;1000;1000;1000;1000;26;16
3376.660251;0.809306;1000;1000;1000;1000;26;18
3419.231814;1.580133;1000;1000;1000;1000;26;10
5815.742321;1.501294;1200;1200;1200;1200;26;12
5733.135468;1.305487;1200;1200;1200;1200;26;16
5723.694877;1.341658;1200;1200;1200;1200;26;18
5736.138751;1.390311;1200;1200;1200;1200;26;14
5727.861436;2.657946;1200;1200;1200;1200;26;10
381184.222834;79.723184;4600;4600;4600;4600;24;20
9136.058265;2.019756;1400;1400;1400;1400;26;16
9137.427892;2.055020;1400;1400;1400;1400;26;18
9147.227080;2.085447;1400;1400;1400;1400;26;12
9147.143741;2.114070;1400;1400;1400;1400;26;14
9122.783351;4.093520;1400;1400;1400;1400;26;10
380217.053781;81.308305;4600;4600;4600;4600;24;16
379300.264840;81.807696;4600;4600;4600;4600;24;22
13578.297310;3.101702;1600;1600;1600;1600;26;16
13543.910575;3.116126;1600;1600;1600;1600;26;12
13562.317596;3.240747;1600;1600;1600;1600;26;14
13564.376799;3.112614;1600;1600;1600;1600;26;18
378851.906641;85.054041;4600;4600;4600;4600;24;18
13581.721420;6.041686;1600;1600;1600;1600;26;10
19510.054364;4.395289;1800;1800;1800;1800;26;12
19319.577078;4.502070;1800;1800;1800;1800;26;14
19273.046762;4.342486;1800;1800;1800;1800;26;18
19499.389964;4.288543;1800;1800;1800;1800;26;16
19458.379821;8.651041;1800;1800;1800;1800;26;10
149134.564180;46.171601;3400;3400;3400;3400;26;4
26387.292108;5.905017;2000;2000;2000;2000;26;18
26304.149732;5.774735;2000;2000;2000;2000;26;16
26324.532133;6.062822;2000;2000;2000;2000;26;14
26667.072999;5.919108;2000;2000;2000;2000;26;12
26319.627482;11.690419;2000;2000;2000;2000;26;10
279151.420881;151.983629;4200;4200;4200;4200;26;2
25.862641;0.037787;200;200;200;200;26;20
25.886773;0.036082;200;200;200;200;26;22
207.122523;0.089376;400;400;400;400;26;20
206.997501;0.096155;400;400;400;400;26;22
721.350408;0.232907;600;600;600;600;26;22
717.866926;0.209830;600;600;600;600;26;20
1735.184556;0.440507;800;800;800;800;26;20
1709.767824;0.440698;800;800;800;800;26;22
418773.274364;95.904331;4800;4800;4800;4800;24;14
3390.245028;0.794085;1000;1000;1000;1000;26;22
3368.283338;0.830521;1000;1000;1000;1000;26;20
145089.640978;27.931667;3200;3200;3200;3200;26;8
5723.026745;1.372130;1200;1200;1200;1200;26;20
5744.117216;1.312516;1200;1200;1200;1200;26;22
366844.569192;75.921985;4600;4600;4600;4600;24;28
424576.533902;95.600729;4800;4800;4800;4800;24;12
35148.995820;7.721224;2200;2200;2200;2200;26;16
35186.077511;8.119177;2200;2200;2200;2200;26;14
35317.727721;7.908816;2200;2200;2200;2200;26;12
35447.418167;7.869057;2200;2200;2200;2200;26;18
382448.757530;79.261874;4600;4600;4600;4600;24;24
9250.291527;2.090554;1400;1400;1400;1400;26;20
9186.753072;2.026393;1400;1400;1400;1400;26;22
35426.090057;15.605543;2200;2200;2200;2200;26;10
379250.352468;80.410901;4600;4600;4600;4600;24;26
164155.654471;26.976962;3200;3200;3200;3200;26;6
13561.574569;3.173258;1600;1600;1600;1600;26;20
13597.729351;3.205231;1600;1600;1600;1600;26;22
19466.444041;4.443515;1800;1800;1800;1800;26;20
19526.146912;4.304223;1800;1800;1800;1800;26;22
46060.487650;10.683752;2400;2400;2400;2400;26;16
45975.930088;10.951690;2400;2400;2400;2400;26;14
46063.808132;10.575795;2400;2400;2400;2400;26;12
45889.020280;10.693396;2400;2400;2400;2400;26;18
45996.856109;20.241058;2400;2400;2400;2400;26;10
26502.050696;5.995843;2000;2000;2000;2000;26;20
26309.149818;5.753998;2000;2000;2000;2000;26;22
496939.979872;118.220851;5000;5000;5000;5000;24;10
35355.885713;7.710450;2200;2200;2200;2200;26;22
35599.213567;8.032180;2200;2200;2200;2200;26;20
60065.424975;13.284071;2600;2600;2600;2600;26;18
60400.668132;13.648621;2600;2600;2600;2600;26;16
60111.495516;13.849960;2600;2600;2600;2600;26;14
60239.604326;13.402405;2600;2600;2600;2600;26;12
168816.382297;57.625114;3600;3600;3600;3600;26;4
380509.423251;88.841038;4600;4600;4600;4600;24;30
61018.071421;25.654012;2600;2600;2600;2600;26;10
148389.336457;33.579353;3400;3400;3400;3400;26;8
45881.654127;10.803630;2400;2400;2400;2400;26;22
45909.387515;11.233192;2400;2400;2400;2400;26;20
148344.297112;33.753624;3400;3400;3400;3400;26;6
311597.165871;73.139932;4400;4400;4400;4400;24;32
25.850516;0.036348;200;200;200;200;26;24
73764.372076;16.908819;2800;2800;2800;2800;26;12
76260.423129;16.720292;2800;2800;2800;2800;26;18
76141.112139;17.507021;2800;2800;2800;2800;26;14
206.983181;0.097765;400;400;400;400;26;24
76503.375678;17.103014;2800;2800;2800;2800;26;16
719.089888;0.235990;600;600;600;600;26;24
1742.671153;0.464344;800;800;800;800;26;24
76699.864871;32.204863;2800;2800;2800;2800;26;10
3395.881633;0.808068;1000;1000;1000;1000;26;24
5752.950210;1.329905;1200;1200;1200;1200;26;24
9304.328031;2.056655;1400;1400;1400;1400;26;24
60123.568225;13.534154;2600;2600;2600;2600;26;22
60115.425399;14.541732;2600;2600;2600;2600;26;20
13606.577618;3.209819;1600;1600;1600;1600;26;24
19430.278421;4.290368;1800;1800;1800;1800;26;24
26328.880361;5.821258;2000;2000;2000;2000;26;24
311926.746551;189.820065;4400;4400;4400;4400;26;2
97226.164347;20.924597;3000;3000;3000;3000;26;12
97708.380401;20.810264;3000;3000;3000;3000;26;18
96962.204496;21.641170;3000;3000;3000;3000;26;14
97350.017961;21.306894;3000;3000;3000;3000;26;16
76124.278894;17.009901;2800;2800;2800;2800;26;22
76286.365773;18.053304;2800;2800;2800;2800;26;20
97471.457289;39.695502;3000;3000;3000;3000;26;10
168235.030466;41.504490;3600;3600;3600;3600;26;8
35369.105366;7.773380;2200;2200;2200;2200;26;24
414501.680231;93.841405;4800;4800;4800;4800;24;20
206705.463331;66.958430;3800;3800;3800;3800;26;4
418814.023758;94.729879;4800;4800;4800;4800;24;16
168735.293098;41.129477;3600;3600;3600;3600;26;6
439390.376157;95.035282;4800;4800;4800;4800;24;22
433027.591763;96.779199;4800;4800;4800;4800;24;18
46039.096567;10.885192;2400;2400;2400;2400;26;24
97222.145390;22.281662;3000;3000;3000;3000;26;20
97895.835471;20.721892;3000;3000;3000;3000;26;22
60140.280416;13.275306;2600;2600;2600;2600;26;24
429982.278997;90.255711;4800;4800;4800;4800;24;28
149930.118386;26.313015;3200;3200;3200;3200;26;12
147543.636952;27.244889;3200;3200;3200;3200;26;14
434877.677650;91.251205;4800;4800;4800;4800;24;24
152452.697181;26.424131;3200;3200;3200;3200;26;18
163384.494338;26.648757;3200;3200;3200;3200;26;16
442192.240132;94.169960;4800;4800;4800;4800;24;26
166377.834224;49.179543;3200;3200;3200;3200;26;10
498359.544342;112.351945;5000;5000;5000;5000;24;14
76161.146117;16.781418;2800;2800;2800;2800;26;24
497512.986817;106.839312;5000;5000;5000;5000;24;12
206324.103613;49.966124;3800;3800;3800;3800;26;8
205846.826643;49.422396;3800;3800;3800;3800;26;6
147560.109630;28.177050;3200;3200;3200;3200;26;20
379727.392706;83.822996;4600;4600;4600;4600;24;32
231113.865482;79.275861;4000;4000;4000;4000;26;4
436498.160846;104.175984;4800;4800;4800;4800;24;30
162148.990080;26.304646;3200;3200;3200;3200;26;22
149101.645929;31.136416;3400;3400;3400;3400;26;12
149330.620916;32.138143;3400;3400;3400;3400;26;14
150046.327913;30.552242;3400;3400;3400;3400;26;18
97207.560414;20.734673;3000;3000;3000;3000;26;24
148786.496694;30.893325;3400;3400;3400;3400;26;16
149429.482082;57.673425;3400;3400;3400;3400;26;10
25.858764;0.042886;200;200;200;200;26;26
25.879068;0.037986;200;200;200;200;26;28
207.025679;0.103137;400;400;400;400;26;26
206.968218;0.105390;400;400;400;400;26;28
715.557480;0.226643;600;600;600;600;26;26
716.965829;0.204372;600;600;600;600;26;28
1700.478332;0.458417;800;800;800;800;26;26
1735.314731;0.492952;800;800;800;800;26;28
3390.063100;0.839583;1000;1000;1000;1000;26;26
3371.681810;0.802177;1000;1000;1000;1000;26;28
5749.096092;1.384863;1200;1200;1200;1200;26;26
5733.316086;1.300426;1200;1200;1200;1200;26;28
9198.294122;2.125170;1400;1400;1400;1400;26;26
9143.495461;1.992916;1400;1400;1400;1400;26;28
13576.541418;3.244320;1600;1600;1600;1600;26;26
13527.750820;3.098383;1600;1600;1600;1600;26;28
382366.383108;205.674688;4600;4600;4600;4600;26;2
19414.414330;4.456032;1800;1800;1800;1800;26;26
19450.112130;4.286280;1800;1800;1800;1800;26;28
148706.643792;32.474640;3400;3400;3400;3400;26;20
148327.696360;32.961108;3400;3400;3400;3400;26;22
26493.188527;5.996976;2000;2000;2000;2000;26;26
26366.113727;5.802645;2000;2000;2000;2000;26;28
35656.883556;7.791256;2200;2200;2200;2200;26;28
36118.152007;8.117103;2200;2200;2200;2200;26;26
230681.034707;60.267620;4000;4000;4000;4000;26;8
153189.281552;26.857696;3200;3200;3200;3200;26;24
167952.018009;37.593509;3600;3600;3600;3600;26;12
168251.888117;38.452643;3600;3600;3600;3600;26;14
167919.994569;36.972022;3600;3600;3600;3600;26;18
230154.202038;54.731320;4000;4000;4000;4000;26;6
168147.719253;36.637779;3600;3600;3600;3600;26;16
168609.329657;68.644060;3600;3600;3600;3600;26;10
45937.463876;12.019553;2400;2400;2400;2400;26;28
46608.530255;12.772704;2400;2400;2400;2400;26;26
496305.517545;103.294600;5000;5000;5000;5000;24;20
489371.706713;105.515293;5000;5000;5000;5000;24;16
278721.734142;91.744793;4200;4200;4200;4200;26;4
493303.359505;110.702214;5000;5000;5000;5000;24;18
495135.775620;106.644350;5000;5000;5000;5000;24;22
60451.931520;15.289484;2600;2600;2600;2600;26;28
60342.298421;16.480297;2600;2600;2600;2600;26;26
168357.916755;38.992493;3600;3600;3600;3600;26;20
160983.269137;36.417869;3600;3600;3600;3600;26;22
151268.711758;30.624001;3400;3400;3400;3400;26;24
477739.252787;99.230678;5000;5000;5000;5000;24;28
72680.929466;18.958077;2800;2800;2800;2800;26;28
493758.048176;103.242734;5000;5000;5000;5000;24;24
76514.355584;20.611124;2800;2800;2800;2800;26;26
25.870490;0.036058;200;200;200;200;28;2
25.868111;0.039522;200;200;200;200;28;4
207.136466;0.099952;400;400;400;400;28;2
25.860095;0.040258;200;200;200;200;26;30
25.886102;0.046546;200;200;200;200;26;32
207.099551;0.099352;400;400;400;400;28;4
207.535856;0.101561;400;400;400;400;26;30
207.036104;0.087239;400;400;400;400;26;32
716.075591;0.230259;600;600;600;600;28;2
715.933514;0.219024;600;600;600;600;26;32
718.105955;0.218441;600;600;600;600;26;30
717.387424;0.224646;600;600;600;600;28;4
1739.400681;0.490407;800;800;800;800;28;2
1734.411804;0.474368;800;800;800;800;28;4
1737.708123;0.445527;800;800;800;800;26;32
1740.979469;0.432575;800;800;800;800;26;30
495520.504993;104.604171;5000;5000;5000;5000;24;26
3393.620019;0.895876;1000;1000;1000;1000;28;2
3373.046245;0.893772;1000;1000;1000;1000;28;4
3369.405399;0.812996;1000;1000;1000;1000;26;30
3383.037584;0.799619;1000;1000;1000;1000;26;32
5749.978132;1.500752;1200;1200;1200;1200;28;2
5745.486654;1.497517;1200;1200;1200;1200;28;4
5727.797197;1.317925;1200;1200;1200;1200;26;32
5794.801121;1.336013;1200;1200;1200;1200;26;30
205939.164288;44.629496;3800;3800;3800;3800;26;12
206391.188058;47.370768;3800;3800;3800;3800;26;14
419524.731711;99.975114;4800;4800;4800;4800;24;32
206205.107242;44.757835;3800;3800;3800;3800;26;18
9268.284098;2.471754;1400;1400;1400;1400;28;2
9226.002892;2.321227;1400;1400;1400;1400;28;4
9149.464744;1.982305;1400;1400;1400;1400;26;32
9300.022557;2.055406;1400;1400;1400;1400;26;30
205437.845684;43.077686;3800;3800;3800;3800;26;16
13608.578598;3.543531;1600;1600;1600;1600;28;2
13536.693534;3.475702;1600;1600;1600;1600;28;4
13572.641590;3.081265;1600;1600;1600;1600;26;32
13596.898024;3.111445;1600;1600;1600;1600;26;30
206894.933784;80.902849;3800;3800;3800;3800;26;10
19304.220939;4.934865;1800;1800;1800;1800;28;2
19412.793461;4.898770;1800;1800;1800;1800;28;4
19330.524966;4.312432;1800;1800;1800;1800;26;30
19314.433365;4.258238;1800;1800;1800;1800;26;32
26355.854892;6.731976;2000;2000;2000;2000;28;2
278031.062422;68.880122;4200;4200;4200;4200;26;8
26446.893331;6.714709;2000;2000;2000;2000;28;4
98722.581018;23.671023;3000;3000;3000;3000;26;28
26437.639122;5.850521;2000;2000;2000;2000;26;30
26395.971257;5.709303;2000;2000;2000;2000;26;32
97014.624506;25.725243;3000;3000;3000;3000;26;26
25.849283;0.036538;200;200;200;200;28;10
25.875035;0.041162;200;200;200;200;28;6
25.866563;0.035793;200;200;200;200;28;8
491243.464444;116.482719;5000;5000;5000;5000;24;30
207.080097;0.095087;400;400;400;400;28;10
207.136744;0.100738;400;400;400;400;28;6
207.063872;0.091254;400;400;400;400;28;8
278446.755503;68.327755;4200;4200;4200;4200;26;6
716.215957;0.212933;600;600;600;600;28;10
718.104802;0.230418;600;600;600;600;28;6
716.682969;0.207194;600;600;600;600;28;8
1742.852333;0.432185;800;800;800;800;28;8
1737.562980;0.476340;800;800;800;800;28;6
1703.857296;0.428434;800;800;800;800;28;10
3395.252425;0.785464;1000;1000;1000;1000;28;8
3370.224393;0.888363;1000;1000;1000;1000;28;6
3369.381380;0.812285;1000;1000;1000;1000;28;10
159480.691015;37.737098;3600;3600;3600;3600;26;24
